sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
42069;BME280;27736;50.764;13.712;2021-04-26T00:00:29;93384.00;;;-6.04;100.00
42069;BME280;27736;50.764;13.712;2021-04-26T00:05:32;93383.94;;;-6.27;100.00
42069;BME280;27736;50.764;13.712;2021-04-26T00:10:34;93376.75;;;-6.33;100.00
42069;BME280;27736;50.764;13.712;2021-04-26T00:15:35;93370.69;;;-5.85;100.00
42069;BME280;27736;50.764;13.712;2021-04-26T00:20:37;93366.72;;;-6.12;100.00
42069;BME280;27736;50.764;13.712;2021-04-26T00:25:39;93364.03;;;-6.57;100.00
42069;BME280;27736;50.764;13.712;2021-04-26T00:30:40;93362.22;;;-6.80;100.00
42069;BME280;27736;50.764;13.712;2021-04-26T00:35:42;93358.09;;;-6.69;100.00
42069;BME280;27736;50.764;13.712;2021-04-26T00:40:43;93358.44;;;-6.74;100.00
42069;BME280;27736;50.764;13.712;2021-04-26T00:45:45;93359.72;;;-6.68;100.00
42069;BME280;27736;50.764;13.712;2021-04-26T00:50:47;93364.44;;;-6.75;100.00
42069;BME280;27736;50.764;13.712;2021-04-26T00:55:48;93366.22;;;-6.88;100.00
42069;BME280;27736;50.764;13.712;2021-04-26T01:00:50;93364.72;;;-6.91;100.00
42069;BME280;27736;50.764;13.712;2021-04-26T01:05:53;93352.25;;;-7.07;99.88
42069;BME280;27736;50.764;13.712;2021-04-26T01:10:55;93351.53;;;-7.09;99.94
42069;BME280;27736;50.764;13.712;2021-04-26T01:16:05;93354.34;;;-7.25;99.81
42069;BME280;27736;50.764;13.712;2021-04-26T01:21:53;93354.69;;;-7.42;99.17
42069;BME280;27736;50.764;13.712;2021-04-26T01:27:13;93357.72;;;-7.24;100.00
42069;BME280;27736;50.764;13.712;2021-04-26T01:32:30;93352.63;;;-7.00;100.00
42069;BME280;27736;50.764;13.712;2021-04-26T01:37:35;93358.56;;;-7.37;99.53
42069;BME280;27736;50.764;13.712;2021-04-26T01:42:39;93354.56;;;-7.41;99.94
42069;BME280;27736;50.764;13.712;2021-04-26T01:47:44;93355.41;;;-7.53;99.61
42069;BME280;27736;50.764;13.712;2021-04-26T01:52:47;93345.25;;;-7.53;99.83
42069;BME280;27736;50.764;13.712;2021-04-26T01:57:50;93350.63;;;-7.45;100.00
42069;BME280;27736;50.764;13.712;2021-04-26T02:02:56;93345.28;;;-7.66;99.83
42069;BME280;27736;50.764;13.712;2021-04-26T02:07:58;93344.69;;;-7.70;99.65
42069;BME280;27736;50.764;13.712;2021-04-26T02:13:15;93345.91;;;-7.76;99.45
42069;BME280;27736;50.764;13.712;2021-04-26T02:18:20;93334.94;;;-7.76;99.47
42069;BME280;27736;50.764;13.712;2021-04-26T02:23:23;93329.56;;;-7.97;98.83
42069;BME280;27736;50.764;13.712;2021-04-26T02:28:25;93327.03;;;-8.10;98.09
42069;BME280;27736;50.764;13.712;2021-04-26T02:33:33;93328.13;;;-8.01;98.70
42069;BME280;27736;50.764;13.712;2021-04-26T02:39:05;93324.28;;;-8.07;98.37
42069;BME280;27736;50.764;13.712;2021-04-26T02:44:13;93321.75;;;-8.07;98.44
42069;BME280;27736;50.764;13.712;2021-04-26T02:49:20;93322.66;;;-8.08;98.22
42069;BME280;27736;50.764;13.712;2021-04-26T02:54:24;93304.38;;;-8.13;98.36
42069;BME280;27736;50.764;13.712;2021-04-26T02:59:26;93301.84;;;-8.13;98.01
42069;BME280;27736;50.764;13.712;2021-04-26T03:04:33;93300.41;;;-8.04;98.69
42069;BME280;27736;50.764;13.712;2021-04-26T03:09:36;93291.88;;;-8.16;98.14
42069;BME280;27736;50.764;13.712;2021-04-26T03:14:39;93287.31;;;-8.24;97.36
42069;BME280;27736;50.764;13.712;2021-04-26T03:19:43;93288.53;;;-8.30;97.50
42069;BME280;27736;50.764;13.712;2021-04-26T03:24:47;93284.16;;;-8.28;98.25
42069;BME280;27736;50.764;13.712;2021-04-26T03:29:50;93281.31;;;-8.36;97.79
42069;BME280;27736;50.764;13.712;2021-04-26T03:34:55;93281.53;;;-8.39;97.66
42069;BME280;27736;50.764;13.712;2021-04-26T03:39:58;93273.94;;;-8.39;97.49
42069;BME280;27736;50.764;13.712;2021-04-26T03:44:59;93271.28;;;-8.37;97.80
42069;BME280;27736;50.764;13.712;2021-04-26T03:50:28;93278.38;;;-8.30;99.12
42069;BME280;27736;50.764;13.712;2021-04-26T03:55:47;93268.19;;;-8.04;99.27
42069;BME280;27736;50.764;13.712;2021-04-26T04:00:49;93268.69;;;-7.99;99.56
42069;BME280;27736;50.764;13.712;2021-04-26T04:05:52;93265.06;;;-8.07;98.22
42069;BME280;27736;50.764;13.712;2021-04-26T04:11:12;93256.28;;;-7.90;98.31
42069;BME280;27736;50.764;13.712;2021-04-26T04:16:32;93257.56;;;-7.72;98.81
42069;BME280;27736;50.764;13.712;2021-04-26T04:21:34;93253.00;;;-7.42;99.38
42069;BME280;27736;50.764;13.712;2021-04-26T04:26:36;93244.03;;;-7.35;98.51
42069;BME280;27736;50.764;13.712;2021-04-26T04:31:41;93240.44;;;-7.08;98.35
42069;BME280;27736;50.764;13.712;2021-04-26T04:37:02;93232.16;;;-6.88;98.45
42069;BME280;27736;50.764;13.712;2021-04-26T04:42:26;93226.38;;;-6.20;99.57
42069;BME280;27736;50.764;13.712;2021-04-26T04:47:29;93221.22;;;-5.31;100.00
42069;BME280;27736;50.764;13.712;2021-04-26T04:52:31;93225.91;;;-4.61;100.00
42069;BME280;27736;50.764;13.712;2021-04-26T04:57:32;93216.66;;;-4.31;99.26
42069;BME280;27736;50.764;13.712;2021-04-26T05:02:34;93210.22;;;-3.54;99.47
42069;BME280;27736;50.764;13.712;2021-04-26T05:07:54;93204.19;;;-1.06;100.00
42069;BME280;27736;50.764;13.712;2021-04-26T05:13:15;93195.38;;;2.20;95.12
42069;BME280;27736;50.764;13.712;2021-04-26T05:18:21;93190.81;;;4.61;89.23
42069;BME280;27736;50.764;13.712;2021-04-26T05:23:24;93181.56;;;5.75;77.95
42069;BME280;27736;50.764;13.712;2021-04-26T05:28:26;93183.63;;;6.43;80.25
42069;BME280;27736;50.764;13.712;2021-04-26T05:33:31;93189.84;;;7.86;71.37
42069;BME280;27736;50.764;13.712;2021-04-26T05:38:52;93178.72;;;8.64;58.36
42069;BME280;27736;50.764;13.712;2021-04-26T05:43:53;93201.97;;;5.78;47.73
42069;BME280;27736;50.764;13.712;2021-04-26T05:48:56;93208.97;;;4.31;50.27
42069;BME280;27736;50.764;13.712;2021-04-26T05:53:59;93205.81;;;3.29;51.79
42069;BME280;27736;50.764;13.712;2021-04-26T05:59:00;93213.91;;;3.87;50.02
42069;BME280;27736;50.764;13.712;2021-04-26T06:04:01;93201.09;;;3.56;53.24
42069;BME280;27736;50.764;13.712;2021-04-26T06:09:04;93199.16;;;2.80;53.61
42069;BME280;27736;50.764;13.712;2021-04-26T06:14:05;93204.59;;;3.40;52.54
42069;BME280;27736;50.764;13.712;2021-04-26T06:19:06;93208.13;;;3.85;52.49
42069;BME280;27736;50.764;13.712;2021-04-26T06:24:09;93194.06;;;2.64;55.39
42069;BME280;27736;50.764;13.712;2021-04-26T06:29:10;93202.75;;;2.31;55.04
42069;BME280;27736;50.764;13.712;2021-04-26T06:34:11;93209.03;;;3.08;52.12
42069;BME280;27736;50.764;13.712;2021-04-26T06:39:13;93201.19;;;4.16;54.16
42069;BME280;27736;50.764;13.712;2021-04-26T06:44:14;93209.38;;;3.05;54.62
42069;BME280;27736;50.764;13.712;2021-04-26T06:49:15;93209.44;;;4.49;48.74
42069;BME280;27736;50.764;13.712;2021-04-26T06:54:21;93210.84;;;4.67;47.63
42069;BME280;27736;50.764;13.712;2021-04-26T06:59:22;93203.50;;;3.58;50.77
42069;BME280;27736;50.764;13.712;2021-04-26T07:04:23;93217.50;;;2.62;51.09
42069;BME280;27736;50.764;13.712;2021-04-26T07:09:25;93211.66;;;2.29;54.25
42069;BME280;27736;50.764;13.712;2021-04-26T07:14:26;93209.66;;;2.47;52.46
42069;BME280;27736;50.764;13.712;2021-04-26T07:19:28;93219.75;;;4.05;47.26
42069;BME280;27736;50.764;13.712;2021-04-26T07:24:30;93226.91;;;2.47;48.24
42069;BME280;27736;50.764;13.712;2021-04-26T07:29:31;93224.13;;;2.56;50.31
42069;BME280;27736;50.764;13.712;2021-04-26T07:34:32;93230.81;;;2.34;49.17
42069;BME280;27736;50.764;13.712;2021-04-26T07:39:34;93216.59;;;3.10;50.34
42069;BME280;27736;50.764;13.712;2021-04-26T07:44:36;93246.88;;;2.61;44.88
42069;BME280;27736;50.764;13.712;2021-04-26T07:49:38;93235.75;;;3.47;46.11
42069;BME280;27736;50.764;13.712;2021-04-26T07:54:40;93236.44;;;2.86;45.78
42069;BME280;27736;50.764;13.712;2021-04-26T07:59:42;93233.03;;;3.86;45.27
42069;BME280;27736;50.764;13.712;2021-04-26T08:04:43;93225.13;;;3.42;51.13
42069;BME280;27736;50.764;13.712;2021-04-26T08:09:45;93244.63;;;1.93;43.73
42069;BME280;27736;50.764;13.712;2021-04-26T08:14:47;93235.94;;;1.61;45.05
42069;BME280;27736;50.764;13.712;2021-04-26T08:19:48;93220.88;;;2.63;47.36
42069;BME280;27736;50.764;13.712;2021-04-26T08:24:50;93232.88;;;3.65;40.01
42069;BME280;27736;50.764;13.712;2021-04-26T08:29:51;93224.09;;;2.96;42.51
42069;BME280;27736;50.764;13.712;2021-04-26T08:34:52;93219.94;;;3.18;39.97
42069;BME280;27736;50.764;13.712;2021-04-26T08:39:54;93218.22;;;3.34;40.59
42069;BME280;27736;50.764;13.712;2021-04-26T08:44:56;93219.16;;;3.41;40.20
42069;BME280;27736;50.764;13.712;2021-04-26T08:49:58;93219.78;;;2.88;40.72
42069;BME280;27736;50.764;13.712;2021-04-26T08:55:00;93227.75;;;2.79;39.10
42069;BME280;27736;50.764;13.712;2021-04-26T09:00:03;93227.91;;;3.09;41.22
42069;BME280;27736;50.764;13.712;2021-04-26T09:05:05;93212.25;;;3.33;46.64
42069;BME280;27736;50.764;13.712;2021-04-26T09:10:08;93213.25;;;3.01;41.43
42069;BME280;27736;50.764;13.712;2021-04-26T09:15:10;93214.34;;;2.35;43.45
42069;BME280;27736;50.764;13.712;2021-04-26T09:20:23;93209.59;;;2.95;46.16
42069;BME280;27736;50.764;13.712;2021-04-26T09:25:31;93204.38;;;3.88;41.83
42069;BME280;27736;50.764;13.712;2021-04-26T09:30:42;93205.63;;;3.92;43.19
42069;BME280;27736;50.764;13.712;2021-04-26T09:35:45;93204.31;;;3.58;41.86
42069;BME280;27736;50.764;13.712;2021-04-26T09:41:24;93211.91;;;2.82;38.17
42069;BME280;27736;50.764;13.712;2021-04-26T09:46:38;93210.16;;;2.74;38.20
42069;BME280;27736;50.764;13.712;2021-04-26T09:51:40;93196.97;;;3.24;40.38
42069;BME280;27736;50.764;13.712;2021-04-26T09:56:44;93195.47;;;4.21;38.79
42069;BME280;27736;50.764;13.712;2021-04-26T10:01:46;93193.16;;;3.34;37.58
42069;BME280;27736;50.764;13.712;2021-04-26T10:06:47;93190.16;;;3.84;38.27
42069;BME280;27736;50.764;13.712;2021-04-26T10:11:49;93188.94;;;4.25;42.56
42069;BME280;27736;50.764;13.712;2021-04-26T10:16:55;93168.69;;;3.60;44.70
42069;BME280;27736;50.764;13.712;2021-04-26T10:22:00;93174.13;;;3.50;41.22
42069;BME280;27736;50.764;13.712;2021-04-26T10:27:03;93160.44;;;4.91;39.71
42069;BME280;27736;50.764;13.712;2021-04-26T10:32:14;93168.44;;;4.75;37.66
42069;BME280;27736;50.764;13.712;2021-04-26T10:37:20;93160.03;;;4.73;40.63
42069;BME280;27736;50.764;13.712;2021-04-26T10:42:30;93152.94;;;3.85;41.43
42069;BME280;27736;50.764;13.712;2021-04-26T10:47:36;93136.34;;;3.79;42.00
42069;BME280;27736;50.764;13.712;2021-04-26T10:52:39;93124.84;;;3.97;43.49
42069;BME280;27736;50.764;13.712;2021-04-26T10:57:43;93111.66;;;5.23;44.08
42069;BME280;27736;50.764;13.712;2021-04-26T11:02:46;93119.53;;;5.87;38.25
42069;BME280;27736;50.764;13.712;2021-04-26T11:07:47;93123.09;;;5.07;36.95
42069;BME280;27736;50.764;13.712;2021-04-26T11:12:53;93118.31;;;4.01;37.94
42069;BME280;27736;50.764;13.712;2021-04-26T11:17:54;93117.59;;;3.92;41.76
42069;BME280;27736;50.764;13.712;2021-04-26T11:22:56;93111.78;;;5.37;40.42
42069;BME280;27736;50.764;13.712;2021-04-26T11:27:59;93114.38;;;4.93;37.38
42069;BME280;27736;50.764;13.712;2021-04-26T11:33:09;93102.47;;;5.21;37.58
42069;BME280;27736;50.764;13.712;2021-04-26T11:38:19;93090.00;;;5.09;39.24
42069;BME280;27736;50.764;13.712;2021-04-26T11:43:21;93073.69;;;5.15;40.42
42069;BME280;27736;50.764;13.712;2021-04-26T11:48:24;93081.16;;;5.25;40.32
42069;BME280;27736;50.764;13.712;2021-04-26T11:53:28;93079.81;;;5.08;42.04
42069;BME280;27736;50.764;13.712;2021-04-26T11:58:31;93063.66;;;4.84;43.71
42069;BME280;27736;50.764;13.712;2021-04-26T12:03:32;93069.59;;;5.28;41.21
42069;BME280;27736;50.764;13.712;2021-04-26T12:08:43;93053.84;;;5.93;41.42
42069;BME280;27736;50.764;13.712;2021-04-26T12:14:10;93050.81;;;4.76;41.26
42069;BME280;27736;50.764;13.712;2021-04-26T12:19:11;93043.34;;;4.29;40.23
42069;BME280;27736;50.764;13.712;2021-04-26T12:24:13;93044.47;;;4.05;39.61
42069;BME280;27736;50.764;13.712;2021-04-26T12:29:25;93043.16;;;3.79;44.08
42069;BME280;27736;50.764;13.712;2021-04-26T12:34:26;93026.34;;;4.42;41.93
42069;BME280;27736;50.764;13.712;2021-04-26T12:39:27;93029.69;;;5.29;42.48
42069;BME280;27736;50.764;13.712;2021-04-26T12:44:29;93024.91;;;5.04;43.64
42069;BME280;27736;50.764;13.712;2021-04-26T12:49:31;93021.13;;;4.78;43.43
42069;BME280;27736;50.764;13.712;2021-04-26T12:54:32;92999.78;;;5.05;42.86
42069;BME280;27736;50.764;13.712;2021-04-26T12:59:43;92998.81;;;5.76;45.39
42069;BME280;27736;50.764;13.712;2021-04-26T13:04:46;93006.44;;;5.14;43.79
42069;BME280;27736;50.764;13.712;2021-04-26T13:09:59;93007.56;;;4.18;43.77
42069;BME280;27736;50.764;13.712;2021-04-26T13:15:02;93003.84;;;3.01;44.92
42069;BME280;27736;50.764;13.712;2021-04-26T13:20:23;92993.84;;;3.51;47.29
42069;BME280;27736;50.764;13.712;2021-04-26T13:25:30;92990.63;;;4.59;44.99
42069;BME280;27736;50.764;13.712;2021-04-26T13:30:32;92979.47;;;4.58;45.96
42069;BME280;27736;50.764;13.712;2021-04-26T13:35:34;92969.78;;;4.67;45.44
42069;BME280;27736;50.764;13.712;2021-04-26T13:40:36;92962.56;;;4.62;45.63
42069;BME280;27736;50.764;13.712;2021-04-26T13:45:38;92961.50;;;5.07;44.72
42069;BME280;27736;50.764;13.712;2021-04-26T13:50:40;92950.53;;;4.33;46.13
42069;BME280;27736;50.764;13.712;2021-04-26T13:55:41;92951.19;;;4.42;45.78
42069;BME280;27736;50.764;13.712;2021-04-26T14:00:43;92952.19;;;4.19;44.75
42069;BME280;27736;50.764;13.712;2021-04-26T14:05:45;92954.25;;;4.74;43.45
42069;BME280;27736;50.764;13.712;2021-04-26T14:10:46;92939.25;;;4.19;47.54
42069;BME280;27736;50.764;13.712;2021-04-26T14:15:48;92953.75;;;3.77;45.65
42069;BME280;27736;50.764;13.712;2021-04-26T14:20:49;92939.16;;;3.39;49.68
42069;BME280;27736;50.764;13.712;2021-04-26T14:25:51;92933.84;;;3.62;45.91
42069;BME280;27736;50.764;13.712;2021-04-26T14:30:53;92931.66;;;4.17;46.75
42069;BME280;27736;50.764;13.712;2021-04-26T14:35:54;92924.38;;;4.28;44.46
42069;BME280;27736;50.764;13.712;2021-04-26T14:40:55;92930.06;;;4.16;45.15
42069;BME280;27736;50.764;13.712;2021-04-26T14:45:57;92916.88;;;3.75;47.03
42069;BME280;27736;50.764;13.712;2021-04-26T14:50:58;92920.09;;;3.77;47.70
42069;BME280;27736;50.764;13.712;2021-04-26T14:55:59;92910.25;;;3.35;48.38
42069;BME280;27736;50.764;13.712;2021-04-26T15:01:02;92911.50;;;3.10;48.34
42069;BME280;27736;50.764;13.712;2021-04-26T15:06:04;92887.63;;;3.22;48.73
42069;BME280;27736;50.764;13.712;2021-04-26T15:11:05;92890.59;;;3.56;49.14
42069;BME280;27736;50.764;13.712;2021-04-26T15:16:07;92884.41;;;3.20;48.86
42069;BME280;27736;50.764;13.712;2021-04-26T15:21:09;92881.41;;;3.53;50.19
42069;BME280;27736;50.764;13.712;2021-04-26T15:26:10;92894.50;;;2.85;47.79
42069;BME280;27736;50.764;13.712;2021-04-26T15:31:12;92891.53;;;2.58;47.70
42069;BME280;27736;50.764;13.712;2021-04-26T15:36:13;92895.28;;;2.86;47.42
42069;BME280;27736;50.764;13.712;2021-04-26T15:41:15;92884.06;;;2.94;49.51
42069;BME280;27736;50.764;13.712;2021-04-26T15:46:17;92880.66;;;2.63;46.72
42069;BME280;27736;50.764;13.712;2021-04-26T15:51:19;92880.09;;;2.53;50.17
42069;BME280;27736;50.764;13.712;2021-04-26T15:56:20;92870.06;;;2.73;49.39
42069;BME280;27736;50.764;13.712;2021-04-26T16:01:22;92872.34;;;2.68;48.11
42069;BME280;27736;50.764;13.712;2021-04-26T16:06:23;92863.88;;;2.59;47.19
42069;BME280;27736;50.764;13.712;2021-04-26T16:11:25;92862.72;;;2.47;45.15
42069;BME280;27736;50.764;13.712;2021-04-26T16:16:27;92850.97;;;2.59;47.81
42069;BME280;27736;50.764;13.712;2021-04-26T16:21:28;92857.28;;;2.41;45.78
42069;BME280;27736;50.764;13.712;2021-04-26T16:26:29;92860.59;;;2.50;43.93
42069;BME280;27736;50.764;13.712;2021-04-26T16:31:31;92861.28;;;2.29;44.15
42069;BME280;27736;50.764;13.712;2021-04-26T16:36:33;92854.69;;;2.27;45.47
42069;BME280;27736;50.764;13.712;2021-04-26T16:41:35;92837.50;;;2.34;43.84
42069;BME280;27736;50.764;13.712;2021-04-26T16:46:37;92843.97;;;2.15;44.91
42069;BME280;27736;50.764;13.712;2021-04-26T16:51:38;92846.38;;;2.16;46.01
42069;BME280;27736;50.764;13.712;2021-04-26T16:56:39;92848.66;;;2.11;44.86
42069;BME280;27736;50.764;13.712;2021-04-26T17:01:42;92846.91;;;2.12;44.19
42069;BME280;27736;50.764;13.712;2021-04-26T17:06:43;92852.19;;;1.95;45.52
42069;BME280;27736;50.764;13.712;2021-04-26T17:11:45;92831.47;;;2.03;47.19
42069;BME280;27736;50.764;13.712;2021-04-26T17:16:47;92835.69;;;1.81;44.33
42069;BME280;27736;50.764;13.712;2021-04-26T17:21:48;92829.59;;;1.74;45.40
42069;BME280;27736;50.764;13.712;2021-04-26T17:26:49;92823.19;;;1.70;48.46
42069;BME280;27736;50.764;13.712;2021-04-26T17:31:53;92821.53;;;1.54;48.01
42069;BME280;27736;50.764;13.712;2021-04-26T17:36:54;92815.50;;;1.38;47.94
42069;BME280;27736;50.764;13.712;2021-04-26T17:41:55;92811.16;;;1.39;47.46
42069;BME280;27736;50.764;13.712;2021-04-26T17:46:57;92804.88;;;1.10;51.39
42069;BME280;27736;50.764;13.712;2021-04-26T17:51:59;92808.28;;;1.02;49.14
42069;BME280;27736;50.764;13.712;2021-04-26T17:57:00;92808.69;;;0.83;49.95
42069;BME280;27736;50.764;13.712;2021-04-26T18:02:02;92804.34;;;0.43;51.79
42069;BME280;27736;50.764;13.712;2021-04-26T18:07:03;92818.03;;;0.27;52.84
42069;BME280;27736;50.764;13.712;2021-04-26T18:12:05;92815.47;;;0.19;51.74
42069;BME280;27736;50.764;13.712;2021-04-26T18:17:07;92824.31;;;0.17;50.99
42069;BME280;27736;50.764;13.712;2021-04-26T18:22:10;92829.34;;;0.02;51.83
42069;BME280;27736;50.764;13.712;2021-04-26T18:27:11;92831.09;;;0.01;51.23
42069;BME280;27736;50.764;13.712;2021-04-26T18:32:13;92832.06;;;-0.17;53.19
42069;BME280;27736;50.764;13.712;2021-04-26T18:37:15;92839.78;;;-0.33;52.50
42069;BME280;27736;50.764;13.712;2021-04-26T18:42:16;92848.44;;;-0.59;54.61
42069;BME280;27736;50.764;13.712;2021-04-26T18:47:18;92845.47;;;-0.81;57.61
42069;BME280;27736;50.764;13.712;2021-04-26T18:52:20;92844.63;;;-1.06;57.47
42069;BME280;27736;50.764;13.712;2021-04-26T18:57:21;92855.34;;;-1.10;56.79
42069;BME280;27736;50.764;13.712;2021-04-26T19:02:23;92856.28;;;-1.20;59.04
42069;BME280;27736;50.764;13.712;2021-04-26T19:07:25;92871.81;;;-1.30;58.86
42069;BME280;27736;50.764;13.712;2021-04-26T19:12:30;92874.09;;;-1.53;60.11
42069;BME280;27736;50.764;13.712;2021-04-26T19:17:33;92876.31;;;-1.58;60.99
42069;BME280;27736;50.764;13.712;2021-04-26T19:22:35;92881.28;;;-1.56;60.35
42069;BME280;27736;50.764;13.712;2021-04-26T19:27:37;92875.34;;;-1.83;61.56
42069;BME280;27736;50.764;13.712;2021-04-26T19:32:39;92882.66;;;-2.15;63.37
42069;BME280;27736;50.764;13.712;2021-04-26T19:37:41;92887.19;;;-2.27;63.58
42069;BME280;27736;50.764;13.712;2021-04-26T19:42:42;92886.00;;;-2.32;65.59
42069;BME280;27736;50.764;13.712;2021-04-26T19:47:44;92891.16;;;-2.50;67.76
42069;BME280;27736;50.764;13.712;2021-04-26T19:52:45;92892.81;;;-2.59;65.87
42069;BME280;27736;50.764;13.712;2021-04-26T19:57:47;92896.25;;;-2.32;63.60
42069;BME280;27736;50.764;13.712;2021-04-26T20:02:49;92890.41;;;-2.43;65.38
42069;BME280;27736;50.764;13.712;2021-04-26T20:07:50;92884.56;;;-2.53;66.23
42069;BME280;27736;50.764;13.712;2021-04-26T20:12:51;92888.75;;;-2.52;65.26
42069;BME280;27736;50.764;13.712;2021-04-26T20:17:54;92883.78;;;-2.81;67.24
42069;BME280;27736;50.764;13.712;2021-04-26T20:22:55;92885.13;;;-2.77;67.15
42069;BME280;27736;50.764;13.712;2021-04-26T20:27:57;92891.31;;;-2.80;67.87
42069;BME280;27736;50.764;13.712;2021-04-26T20:32:59;92893.66;;;-2.86;68.03
42069;BME280;27736;50.764;13.712;2021-04-26T20:38:00;92895.13;;;-2.84;68.03
42069;BME280;27736;50.764;13.712;2021-04-26T20:43:07;92889.44;;;-2.78;66.96
42069;BME280;27736;50.764;13.712;2021-04-26T20:48:10;92882.19;;;-2.82;67.38
42069;BME280;27736;50.764;13.712;2021-04-26T20:53:11;92885.16;;;-2.87;68.83
42069;BME280;27736;50.764;13.712;2021-04-26T20:58:13;92878.41;;;-3.06;72.84
42069;BME280;27736;50.764;13.712;2021-04-26T21:03:15;92874.88;;;-3.70;75.66
42069;BME280;27736;50.764;13.712;2021-04-26T21:08:16;92881.66;;;-3.89;77.10
42069;BME280;27736;50.764;13.712;2021-04-26T21:13:17;92875.88;;;-3.81;73.70
42069;BME280;27736;50.764;13.712;2021-04-26T21:18:19;92873.38;;;-3.63;72.71
42069;BME280;27736;50.764;13.712;2021-04-26T21:23:23;92876.22;;;-3.66;72.27
42069;BME280;27736;50.764;13.712;2021-04-26T21:28:25;92875.38;;;-3.57;73.52
42069;BME280;27736;50.764;13.712;2021-04-26T21:33:27;92863.41;;;-3.29;70.55
42069;BME280;27736;50.764;13.712;2021-04-26T21:38:29;92871.25;;;-3.30;70.10
42069;BME280;27736;50.764;13.712;2021-04-26T21:43:30;92872.19;;;-3.31;70.05
42069;BME280;27736;50.764;13.712;2021-04-26T21:48:35;92853.06;;;-3.27;68.97
42069;BME280;27736;50.764;13.712;2021-04-26T21:53:36;92853.72;;;-3.63;74.77
42069;BME280;27736;50.764;13.712;2021-04-26T21:58:37;92860.88;;;-3.66;71.41
42069;BME280;27736;50.764;13.712;2021-04-26T22:03:39;92853.19;;;-3.57;70.12
42069;BME280;27736;50.764;13.712;2021-04-26T22:08:41;92856.44;;;-3.36;69.01
42069;BME280;27736;50.764;13.712;2021-04-26T22:13:42;92845.03;;;-3.14;68.95
42069;BME280;27736;50.764;13.712;2021-04-26T22:18:44;92844.72;;;-3.29;70.03
42069;BME280;27736;50.764;13.712;2021-04-26T22:23:46;92851.19;;;-3.35;70.83
42069;BME280;27736;50.764;13.712;2021-04-26T22:28:47;92841.63;;;-3.33;69.20
42069;BME280;27736;50.764;13.712;2021-04-26T22:33:50;92833.47;;;-3.46;69.91
42069;BME280;27736;50.764;13.712;2021-04-26T22:38:51;92832.25;;;-3.52;70.61
42069;BME280;27736;50.764;13.712;2021-04-26T22:43:52;92826.94;;;-3.59;71.82
42069;BME280;27736;50.764;13.712;2021-04-26T22:48:55;92818.13;;;-3.46;69.96
42069;BME280;27736;50.764;13.712;2021-04-26T22:53:56;92813.56;;;-3.25;69.65
42069;BME280;27736;50.764;13.712;2021-04-26T22:58:57;92805.59;;;-3.21;69.26
42069;BME280;27736;50.764;13.712;2021-04-26T23:03:59;92815.63;;;-3.10;68.45
42069;BME280;27736;50.764;13.712;2021-04-26T23:09:00;92809.00;;;-3.03;68.41
42069;BME280;27736;50.764;13.712;2021-04-26T23:14:02;92801.94;;;-3.19;69.28
42069;BME280;27736;50.764;13.712;2021-04-26T23:19:05;92801.53;;;-3.14;69.08
42069;BME280;27736;50.764;13.712;2021-04-26T23:24:07;92797.72;;;-3.10;68.69
42069;BME280;27736;50.764;13.712;2021-04-26T23:29:08;92796.03;;;-3.19;68.98
42069;BME280;27736;50.764;13.712;2021-04-26T23:34:10;92788.19;;;-3.18;68.77
42069;BME280;27736;50.764;13.712;2021-04-26T23:39:12;92784.03;;;-3.19;69.19
42069;BME280;27736;50.764;13.712;2021-04-26T23:44:13;92774.47;;;-3.17;69.46
42069;BME280;27736;50.764;13.712;2021-04-26T23:49:16;92767.63;;;-3.44;71.57
42069;BME280;27736;50.764;13.712;2021-04-26T23:54:17;92763.88;;;-3.50;70.38
42069;BME280;27736;50.764;13.712;2021-04-26T23:59:18;92764.31;;;-3.82;73.95
